Cor / Raça;Eleitorado;Com biometria;Com biometria (%);Com nome social;Com deficiência;Voto obrigatório;Voto facultativo;Data de carga
NÃO INFORMADO;1230987;1127153;0,9156;232;12324;1101253;129734;2025-08-25 19:25:01
