UF;Município;Gênero;Grau de instrução;Cor / Raça;Faixa etária;Eleitorado;Com deficiência;Voto facultativo
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Branca;30 a 34 anos;2;2;2
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Branca;50 a 54 anos;5;1;5
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Branca;55 a 59 anos;3;0;3
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Branca;60 a 64 anos;3;0;3
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Branca;65 a 69 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Branca;70 a 74 anos;2;0;2
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Branca;75 a 79 anos;2;0;2
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Branca;85 a 89 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Indígena;30 a 34 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Indígena;35 a 39 anos;3;0;3
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Indígena;40 a 44 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Indígena;45 a 49 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Indígena;50 a 54 anos;3;0;3
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Indígena;55 a 59 anos;4;0;4
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Indígena;60 a 64 anos;6;0;6
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Indígena;80 a 84 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;NÃO INFORMADO;25 a 29 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;NÃO INFORMADO;30 a 34 anos;4;2;4
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;NÃO INFORMADO;35 a 39 anos;2;1;2
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;NÃO INFORMADO;40 a 44 anos;9;5;9
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;NÃO INFORMADO;45 a 49 anos;19;3;19
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;NÃO INFORMADO;50 a 54 anos;30;5;30
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;NÃO INFORMADO;55 a 59 anos;30;2;30
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;NÃO INFORMADO;60 a 64 anos;64;1;64
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;NÃO INFORMADO;65 a 69 anos;51;1;51
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;NÃO INFORMADO;70 a 74 anos;75;4;75
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;NÃO INFORMADO;75 a 79 anos;64;5;64
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;NÃO INFORMADO;80 a 84 anos;47;2;47
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;NÃO INFORMADO;85 a 89 anos;36;0;36
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;NÃO INFORMADO;90 a 94 anos;12;1;12
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;NÃO INFORMADO;95 a 99 anos;3;0;3
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Parda;20 anos;1;1;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Parda;30 a 34 anos;1;1;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Parda;35 a 39 anos;5;4;5
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Parda;45 a 49 anos;2;0;2
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Parda;50 a 54 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Parda;55 a 59 anos;2;0;2
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Parda;60 a 64 anos;11;0;11
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Parda;65 a 69 anos;4;1;4
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Parda;70 a 74 anos;6;0;6
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Parda;75 a 79 anos;3;0;3
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Parda;80 a 84 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Parda;85 a 89 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Preta;30 a 34 anos;1;1;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Preta;55 a 59 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Preta;60 a 64 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Preta;65 a 69 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Preta;80 a 84 anos;1;1;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ANALFABETO;Preta;90 a 94 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Branca;21 a 24 anos;3;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Branca;30 a 34 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Branca;35 a 39 anos;8;1;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Branca;40 a 44 anos;5;1;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Branca;45 a 49 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Branca;50 a 54 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Branca;55 a 59 anos;2;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Branca;60 a 64 anos;5;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Branca;75 a 79 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Indígena;16 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Indígena;17 anos;2;0;2
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Indígena;18 anos;3;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Indígena;19 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Indígena;20 anos;2;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Indígena;21 a 24 anos;2;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Indígena;30 a 34 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Indígena;35 a 39 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;NÃO INFORMADO;20 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;NÃO INFORMADO;21 a 24 anos;6;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;NÃO INFORMADO;25 a 29 anos;15;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;NÃO INFORMADO;30 a 34 anos;30;1;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;NÃO INFORMADO;35 a 39 anos;30;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;NÃO INFORMADO;40 a 44 anos;38;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;NÃO INFORMADO;45 a 49 anos;34;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;NÃO INFORMADO;50 a 54 anos;39;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;NÃO INFORMADO;55 a 59 anos;30;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;NÃO INFORMADO;60 a 64 anos;33;1;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;NÃO INFORMADO;65 a 69 anos;19;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;NÃO INFORMADO;70 a 74 anos;16;0;16
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;NÃO INFORMADO;75 a 79 anos;4;0;4
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;NÃO INFORMADO;85 a 89 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;NÃO INFORMADO;90 a 94 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Parda;18 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Parda;19 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Parda;20 anos;3;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Parda;25 a 29 anos;2;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Parda;30 a 34 anos;7;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Parda;35 a 39 anos;11;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Parda;40 a 44 anos;2;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Parda;45 a 49 anos;5;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Parda;50 a 54 anos;3;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Parda;55 a 59 anos;2;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Parda;60 a 64 anos;4;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Parda;65 a 69 anos;2;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Preta;40 a 44 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Preta;50 a 54 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Preta;55 a 59 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Preta;65 a 69 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Amarela;45 a 49 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Branca;17 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Branca;19 anos;3;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Branca;20 anos;4;1;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Branca;25 a 29 anos;4;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Branca;30 a 34 anos;5;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Branca;35 a 39 anos;13;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Branca;40 a 44 anos;16;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Branca;45 a 49 anos;13;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Branca;50 a 54 anos;15;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Branca;55 a 59 anos;11;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Branca;60 a 64 anos;10;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Branca;65 a 69 anos;7;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Branca;70 a 74 anos;3;0;3
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Branca;80 a 84 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Branca;90 a 94 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Indígena;16 anos;3;0;3
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Indígena;17 anos;2;0;2
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Indígena;18 anos;4;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Indígena;19 anos;6;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Indígena;20 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Indígena;21 a 24 anos;5;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Indígena;25 a 29 anos;3;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Indígena;30 a 34 anos;9;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Indígena;35 a 39 anos;6;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Indígena;40 a 44 anos;9;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Indígena;45 a 49 anos;3;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Indígena;50 a 54 anos;2;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Indígena;55 a 59 anos;3;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Indígena;60 a 64 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Indígena;70 a 74 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO INFORMADO;20 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO INFORMADO;21 a 24 anos;28;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO INFORMADO;25 a 29 anos;52;1;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO INFORMADO;30 a 34 anos;88;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO INFORMADO;35 a 39 anos;146;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO INFORMADO;40 a 44 anos;174;1;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO INFORMADO;45 a 49 anos;226;1;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO INFORMADO;50 a 54 anos;223;1;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO INFORMADO;55 a 59 anos;185;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO INFORMADO;60 a 64 anos;185;4;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO INFORMADO;65 a 69 anos;105;1;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO INFORMADO;70 a 74 anos;64;0;64
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO INFORMADO;75 a 79 anos;50;2;50
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO INFORMADO;80 a 84 anos;14;0;14
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO INFORMADO;85 a 89 anos;12;0;12
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO INFORMADO;90 a 94 anos;5;0;5
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO INFORMADO;95 a 99 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Parda;16 anos;2;0;2
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Parda;17 anos;2;0;2
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Parda;18 anos;2;1;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Parda;19 anos;4;1;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Parda;20 anos;6;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Parda;21 a 24 anos;20;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Parda;25 a 29 anos;9;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Parda;30 a 34 anos;17;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Parda;35 a 39 anos;30;2;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Parda;40 a 44 anos;30;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Parda;45 a 49 anos;26;1;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Parda;50 a 54 anos;26;1;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Parda;55 a 59 anos;25;1;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Parda;60 a 64 anos;15;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Parda;65 a 69 anos;9;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Parda;70 a 74 anos;5;0;5
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Preta;19 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Preta;21 a 24 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Preta;25 a 29 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Preta;30 a 34 anos;3;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Preta;35 a 39 anos;2;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Preta;40 a 44 anos;3;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Preta;45 a 49 anos;2;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Preta;50 a 54 anos;5;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Preta;55 a 59 anos;2;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Preta;65 a 69 anos;3;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Amarela;30 a 34 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Amarela;60 a 64 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Branca;16 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Branca;17 anos;9;0;9
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Branca;18 anos;11;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Branca;19 anos;12;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Branca;20 anos;12;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Branca;21 a 24 anos;55;1;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Branca;25 a 29 anos;20;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Branca;30 a 34 anos;19;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Branca;35 a 39 anos;18;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Branca;40 a 44 anos;8;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Branca;45 a 49 anos;20;1;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Branca;50 a 54 anos;8;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Branca;55 a 59 anos;12;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Branca;60 a 64 anos;3;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Branca;70 a 74 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Branca;80 a 84 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Indígena;18 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Indígena;20 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Indígena;21 a 24 anos;5;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Indígena;25 a 29 anos;6;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Indígena;30 a 34 anos;7;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Indígena;35 a 39 anos;2;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Indígena;45 a 49 anos;2;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Indígena;55 a 59 anos;1;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;NÃO INFORMADO;21 a 24 anos;38;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;NÃO INFORMADO;25 a 29 anos;243;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;NÃO INFORMADO;30 a 34 anos;273;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;NÃO INFORMADO;35 a 39 anos;256;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;NÃO INFORMADO;40 a 44 anos;170;1;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;NÃO INFORMADO;45 a 49 anos;124;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;NÃO INFORMADO;50 a 54 anos;132;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;NÃO INFORMADO;55 a 59 anos;72;0;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;NÃO INFORMADO;60 a 64 anos;70;1;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;NÃO INFORMADO;65 a 69 anos;33;2;0
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;NÃO INFORMADO;70 a 74 anos;10;0;10
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;NÃO INFORMADO;75 a 79 anos;6;0;6
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;NÃO INFORMADO;80 a 84 anos;1;0;1
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Parda;16 anos;2;0;2
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Parda;17 anos;15;0;15
RO;ALTA FLORESTA D'OESTE;FEMININO;ENSINO MÉDIO COMPLETO;Parda;18 anos;21;0;0
