ANO_ELEICAO;NR_TURNO;DS_ELEICAO;DT_ELEICAO;SG_UE;NM_UE;CD_MUNICIPIO;NM_MUNICIPIO;NR_ZONA;CD_CARGO;DS_CARGO;TP_AGREMIACAO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;NM_COLIGACAO;DS_COMPOSICAO_COLIGACAO;QT_VOTOS_NOMINAIS_VALIDOS
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;671;CAMPO NOVO DE RONDÔNIA;34;6;Deputado Federal;Partido isolado;70;AVANTE;AVANTE;PARTIDO ISOLADO;AVANTE;58
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;51;JI-PARANÁ;3;6;Deputado Federal;Partido isolado;70;AVANTE;AVANTE;PARTIDO ISOLADO;AVANTE;107
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;809;CHUPINGUAIA;8;6;Deputado Federal;Partido isolado;70;AVANTE;AVANTE;PARTIDO ISOLADO;AVANTE;4
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;19;GUAJARÁ-MIRIM;1;7;Deputado Estadual;Partido isolado;10;REPUBLICANOS;REPUBLICANOS;PARTIDO ISOLADO;REPUBLICANOS;744
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;51;JI-PARANÁ;3;3;Governador;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);68
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;116;PIMENTA BUENO;9;6;Deputado Federal;Partido isolado;19;PODE;Podemos;PARTIDO ISOLADO;PODE;5193
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;256;ESPIGÃO DO OESTE;12;6;Deputado Federal;Partido isolado;19;PODE;Podemos;PARTIDO ISOLADO;PODE;2422
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;795;SÃO FRANCISCO DO GUAPORÉ;5;6;Deputado Federal;Partido isolado;19;PODE;Podemos;PARTIDO ISOLADO;PODE;462
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;256;ESPIGÃO DO OESTE;12;6;Deputado Federal;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);34
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;35;PORTO VELHO;6;6;Deputado Federal;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);79
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;370;NOVA BRASILÂNDIA D OESTE;15;7;Deputado Estadual;Partido isolado;19;PODE;Podemos;PARTIDO ISOLADO;PODE;7
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;795;SÃO FRANCISCO DO GUAPORÉ;5;7;Deputado Estadual;Partido isolado;19;PODE;Podemos;PARTIDO ISOLADO;PODE;43
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;396;MACHADINHO D OESTE;32;7;Deputado Estadual;Federação;13;PT;Partido dos Trabalhadores;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);407
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;604;MINISTRO ANDREAZZA;11;7;Deputado Estadual;Federação;65;PC do B;Partido Comunista do Brasil;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;434;NOVA MAMORÉ;1;7;Deputado Estadual;Federação;65;PC do B;Partido Comunista do Brasil;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);1
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;159;JARU;10;7;Deputado Estadual;Federação;43;PV;Partido Verde;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);1
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;590;THEOBROMA;27;7;Deputado Estadual;Federação;43;PV;Partido Verde;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);1
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;574;MIRANTE DA SERRA;28;7;Deputado Estadual;Federação;43;PV;Partido Verde;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;590;THEOBROMA;27;7;Deputado Estadual;Partido isolado;55;PSD;Partido Social Democrático;PARTIDO ISOLADO;PSD;535
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;736;ALTO ALEGRE DOS PARECIS;19;7;Deputado Estadual;Partido isolado;55;PSD;Partido Social Democrático;PARTIDO ISOLADO;PSD;118
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;51;JI-PARANÁ;3;7;Deputado Estadual;Partido isolado;55;PSD;Partido Social Democrático;PARTIDO ISOLADO;PSD;4048
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;370;NOVA BRASILÂNDIA D OESTE;15;7;Deputado Estadual;Partido isolado;55;PSD;Partido Social Democrático;PARTIDO ISOLADO;PSD;1279
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;450;CABIXI;8;7;Deputado Estadual;Partido isolado;36;AGIR;AGIR;PARTIDO ISOLADO;AGIR;0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;213;COSTA MARQUES;5;7;Deputado Estadual;Partido isolado;36;AGIR;AGIR;PARTIDO ISOLADO;AGIR;9
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;51;JI-PARANÁ;30;6;Deputado Federal;Partido isolado;40;PSB;Partido Socialista Brasileiro;PARTIDO ISOLADO;PSB;775
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;418;SÃO MIGUEL DO GUAPORÉ;35;6;Deputado Federal;Partido isolado;40;PSB;Partido Socialista Brasileiro;PARTIDO ISOLADO;PSB;210
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;310;ALTA FLORESTA D OESTE;17;6;Deputado Federal;Partido isolado;40;PSB;Partido Socialista Brasileiro;PARTIDO ISOLADO;PSB;143
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;582;SERINGUEIRAS;35;6;Deputado Federal;Partido isolado;40;PSB;Partido Socialista Brasileiro;PARTIDO ISOLADO;PSB;154
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;680;CUJUBIM;26;6;Deputado Federal;Partido isolado;77;SOLIDARIEDADE;Solidariedade;PARTIDO ISOLADO;SOLIDARIEDADE;2
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;531;CASTANHEIRAS;15;6;Deputado Federal;Partido isolado;77;SOLIDARIEDADE;Solidariedade;PARTIDO ISOLADO;SOLIDARIEDADE;0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;256;ESPIGÃO DO OESTE;12;6;Deputado Federal;Partido isolado;77;SOLIDARIEDADE;Solidariedade;PARTIDO ISOLADO;SOLIDARIEDADE;5
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;337;ALVORADA DO OESTE;18;6;Deputado Federal;Partido isolado;77;SOLIDARIEDADE;Solidariedade;PARTIDO ISOLADO;SOLIDARIEDADE;3
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;647;RIO CRESPO;26;7;Deputado Estadual;Federação;18;REDE;Rede Sustentabilidade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;310;ALTA FLORESTA D OESTE;17;7;Deputado Estadual;Federação;18;REDE;Rede Sustentabilidade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);26
2022;2;Eleições Gerais Estaduais 2022;30/10/2022;RO;RONDÔNIA;612;GOVERNADOR JORGE TEIXEIRA;27;3;Governador;Coligação;44;UNIÃO;UNIÃO BRASIL;COMPROMISSO, TRABALHO E FÉ;UNIÃO / REPUBLICANOS / AVANTE / MDB / PATRIOTA / PSC / Federação PSDB Cidadania(PSDB/CIDADANIA);2431
2022;2;Eleições Gerais Estaduais 2022;30/10/2022;RO;RONDÔNIA;213;COSTA MARQUES;5;3;Governador;Coligação;44;UNIÃO;UNIÃO BRASIL;COMPROMISSO, TRABALHO E FÉ;UNIÃO / REPUBLICANOS / AVANTE / MDB / PATRIOTA / PSC / Federação PSDB Cidadania(PSDB/CIDADANIA);3097
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;78;ARIQUEMES;7;7;Deputado Estadual;Partido isolado;40;PSB;Partido Socialista Brasileiro;PARTIDO ISOLADO;PSB;507
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;191;PRESIDENTE MÉDICI;3;3;Governador;Coligação;44;UNIÃO;UNIÃO BRASIL;COMPROMISSO, TRABALHO E FÉ;UNIÃO / REPUBLICANOS / AVANTE / MDB / PATRIOTA / PSC / Federação PSDB Cidadania(PSDB/CIDADANIA);3999
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;736;ALTO ALEGRE DOS PARECIS;19;3;Governador;Coligação;44;UNIÃO;UNIÃO BRASIL;COMPROMISSO, TRABALHO E FÉ;UNIÃO / REPUBLICANOS / AVANTE / MDB / PATRIOTA / PSC / Federação PSDB Cidadania(PSDB/CIDADANIA);4144
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;590;THEOBROMA;27;7;Deputado Estadual;Federação;23;CIDADANIA;Cidadania;FEDERAÇÃO;Federação PSDB Cidadania(PSDB/CIDADANIA);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;450;CABIXI;8;3;Governador;Coligação;77;SOLIDARIEDADE;Solidariedade;FRENTE DEMOCRATICA;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV) / PSB / SOLIDARIEDADE / PDT;475
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;787;PIMENTEIRAS DO OESTE;16;3;Governador;Coligação;77;SOLIDARIEDADE;Solidariedade;FRENTE DEMOCRATICA;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV) / PSB / SOLIDARIEDADE / PDT;159
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;604;MINISTRO ANDREAZZA;11;6;Deputado Federal;Federação;13;PT;Partido dos Trabalhadores;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);448
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;19;GUAJARÁ-MIRIM;1;6;Deputado Federal;Federação;13;PT;Partido dos Trabalhadores;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);363
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;582;SERINGUEIRAS;35;5;Senador;Partido isolado;11;PP;PROGRESSISTAS;PARTIDO ISOLADO;PP;929
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;795;SÃO FRANCISCO DO GUAPORÉ;5;5;Senador;Partido isolado;11;PP;PROGRESSISTAS;PARTIDO ISOLADO;PP;1098
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;779;BURITIS;34;5;Senador;Partido isolado;11;PP;PROGRESSISTAS;PARTIDO ISOLADO;PP;2087
2022;2;Eleições Gerais Estaduais 2022;30/10/2022;RO;RONDÔNIA;35;PORTO VELHO;2;3;Governador;Coligação;22;PL;Partido Liberal;Pelo bem de Rondônia. Pelo bem do Brasil;PL / DC / PMB / PTB;30712
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;51;JI-PARANÁ;30;3;Governador;Coligação;19;PODE;Podemos;JUNTOS PODEMOS MAIS;PODE / PMN / PSD;3217
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;310;ALTA FLORESTA D OESTE;17;3;Governador;Coligação;19;PODE;Podemos;JUNTOS PODEMOS MAIS;PODE / PMN / PSD;791
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;787;PIMENTEIRAS DO OESTE;16;3;Governador;Coligação;19;PODE;Podemos;JUNTOS PODEMOS MAIS;PODE / PMN / PSD;45
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;558;VALE DO PARAÍSO;28;6;Deputado Federal;Federação;18;REDE;Rede Sustentabilidade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;213;COSTA MARQUES;5;6;Deputado Federal;Partido isolado;20;PSC;Partido Social Cristão;PARTIDO ISOLADO;PSC;342
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;19;GUAJARÁ-MIRIM;1;6;Deputado Federal;Partido isolado;20;PSC;Partido Social Cristão;PARTIDO ISOLADO;PSC;1131
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;51;JI-PARANÁ;30;6;Deputado Federal;Partido isolado;44;UNIÃO;UNIÃO BRASIL;PARTIDO ISOLADO;UNIÃO;5732
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;787;PIMENTEIRAS DO OESTE;16;7;Deputado Estadual;Partido isolado;11;PP;PROGRESSISTAS;PARTIDO ISOLADO;PP;32
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;51;JI-PARANÁ;3;7;Deputado Estadual;Partido isolado;11;PP;PROGRESSISTAS;PARTIDO ISOLADO;PP;834
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;396;MACHADINHO D OESTE;32;7;Deputado Estadual;Partido isolado;11;PP;PROGRESSISTAS;PARTIDO ISOLADO;PP;174
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;531;CASTANHEIRAS;15;7;Deputado Estadual;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;213;COSTA MARQUES;5;7;Deputado Estadual;Partido isolado;15;MDB;Movimento Democrático Brasileiro;PARTIDO ISOLADO;MDB;258
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;310;ALTA FLORESTA D OESTE;17;6;Deputado Federal;Partido isolado;12;PDT;Partido Democrático Trabalhista;PARTIDO ISOLADO;PDT;41
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;558;VALE DO PARAÍSO;28;6;Deputado Federal;Partido isolado;12;PDT;Partido Democrático Trabalhista;PARTIDO ISOLADO;PDT;8
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;230;COLORADO DO OESTE;8;6;Deputado Federal;Partido isolado;12;PDT;Partido Democrático Trabalhista;PARTIDO ISOLADO;PDT;16
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;655;CORUMBIARA;16;6;Deputado Federal;Partido isolado;12;PDT;Partido Democrático Trabalhista;PARTIDO ISOLADO;PDT;8
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;590;THEOBROMA;27;6;Deputado Federal;Partido isolado;12;PDT;Partido Democrático Trabalhista;PARTIDO ISOLADO;PDT;18
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;353;SANTA LUZIA D OESTE;19;7;Deputado Estadual;Partido isolado;20;PSC;Partido Social Cristão;PARTIDO ISOLADO;PSC;524
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;710;SÃO FELIPE D OESTE;19;7;Deputado Estadual;Partido isolado;20;PSC;Partido Social Cristão;PARTIDO ISOLADO;PSC;90
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;35;PORTO VELHO;20;3;Governador;Coligação;22;PL;Partido Liberal;Pelo bem de Rondônia. Pelo bem do Brasil;PL / DC / PMB / PTB;15670
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;450;CABIXI;8;3;Governador;Coligação;22;PL;Partido Liberal;Pelo bem de Rondônia. Pelo bem do Brasil;PL / DC / PMB / PTB;1163
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;94;CACOAL;11;3;Governador;Coligação;22;PL;Partido Liberal;Pelo bem de Rondônia. Pelo bem do Brasil;PL / DC / PMB / PTB;16935
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;795;SÃO FRANCISCO DO GUAPORÉ;5;7;Deputado Estadual;Partido isolado;35;PMB;Partido da Mulher Brasileira;PARTIDO ISOLADO;PMB;8
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;558;VALE DO PARAÍSO;28;7;Deputado Estadual;Partido isolado;35;PMB;Partido da Mulher Brasileira;PARTIDO ISOLADO;PMB;1
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;230;COLORADO DO OESTE;8;7;Deputado Estadual;Partido isolado;35;PMB;Partido da Mulher Brasileira;PARTIDO ISOLADO;PMB;5
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;370;NOVA BRASILÂNDIA D OESTE;15;6;Deputado Federal;Partido isolado;51;PATRIOTA;Patriota;PARTIDO ISOLADO;PATRIOTA;4
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;51;JI-PARANÁ;3;6;Deputado Federal;Partido isolado;51;PATRIOTA;Patriota;PARTIDO ISOLADO;PATRIOTA;34
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;531;CASTANHEIRAS;15;6;Deputado Federal;Partido isolado;51;PATRIOTA;Patriota;PARTIDO ISOLADO;PATRIOTA;5
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;710;SÃO FELIPE D OESTE;19;6;Deputado Federal;Partido isolado;15;MDB;Movimento Democrático Brasileiro;PARTIDO ISOLADO;MDB;205
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;795;SÃO FRANCISCO DO GUAPORÉ;5;6;Deputado Federal;Partido isolado;15;MDB;Movimento Democrático Brasileiro;PARTIDO ISOLADO;MDB;149
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;434;NOVA MAMORÉ;1;7;Deputado Estadual;Partido isolado;44;UNIÃO;UNIÃO BRASIL;PARTIDO ISOLADO;UNIÃO;2112
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;736;ALTO ALEGRE DOS PARECIS;19;7;Deputado Estadual;Partido isolado;44;UNIÃO;UNIÃO BRASIL;PARTIDO ISOLADO;UNIÃO;1460
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;272;CEREJEIRAS;16;7;Deputado Estadual;Partido isolado;44;UNIÃO;UNIÃO BRASIL;PARTIDO ISOLADO;UNIÃO;4354
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;612;GOVERNADOR JORGE TEIXEIRA;27;7;Deputado Estadual;Partido isolado;44;UNIÃO;UNIÃO BRASIL;PARTIDO ISOLADO;UNIÃO;587
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;566;URUPÁ;18;7;Deputado Estadual;Partido isolado;70;AVANTE;AVANTE;PARTIDO ISOLADO;AVANTE;39
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;175;OURO PRETO DO OESTE;13;7;Deputado Estadual;Partido isolado;70;AVANTE;AVANTE;PARTIDO ISOLADO;AVANTE;186
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;35;PORTO VELHO;2;7;Deputado Estadual;Partido isolado;70;AVANTE;AVANTE;PARTIDO ISOLADO;AVANTE;2685
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;272;CEREJEIRAS;16;7;Deputado Estadual;Partido isolado;70;AVANTE;AVANTE;PARTIDO ISOLADO;AVANTE;49
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;531;CASTANHEIRAS;15;6;Deputado Federal;Federação;65;PC do B;Partido Comunista do Brasil;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);1
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;51;JI-PARANÁ;3;6;Deputado Federal;Partido isolado;10;REPUBLICANOS;REPUBLICANOS;PARTIDO ISOLADO;REPUBLICANOS;1509
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;35;PORTO VELHO;21;6;Deputado Federal;Partido isolado;10;REPUBLICANOS;REPUBLICANOS;PARTIDO ISOLADO;REPUBLICANOS;5537
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;78;ARIQUEMES;7;7;Deputado Estadual;Partido isolado;33;PMN;Partido da Mobilização Nacional;PARTIDO ISOLADO;PMN;304
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;299;ROLIM DE MOURA;29;7;Deputado Estadual;Partido isolado;33;PMN;Partido da Mobilização Nacional;PARTIDO ISOLADO;PMN;3638
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;531;CASTANHEIRAS;15;6;Deputado Federal;Partido isolado;35;PMB;Partido da Mulher Brasileira;PARTIDO ISOLADO;PMB;0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;671;CAMPO NOVO DE RONDÔNIA;34;6;Deputado Federal;Partido isolado;35;PMB;Partido da Mulher Brasileira;PARTIDO ISOLADO;PMB;0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;604;MINISTRO ANDREAZZA;11;6;Deputado Federal;Partido isolado;90;PROS;Partido Republicano da Ordem Social;PARTIDO ISOLADO;PROS;0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;671;CAMPO NOVO DE RONDÔNIA;34;6;Deputado Federal;Partido isolado;55;PSD;Partido Social Democrático;PARTIDO ISOLADO;PSD;185
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;698;VALE DO ANARI;32;6;Deputado Federal;Partido isolado;55;PSD;Partido Social Democrático;PARTIDO ISOLADO;PSD;137
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;434;NOVA MAMORÉ;1;7;Deputado Estadual;Partido isolado;10;REPUBLICANOS;REPUBLICANOS;PARTIDO ISOLADO;REPUBLICANOS;862
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;477;CANDEIAS DO JAMARI;21;7;Deputado Estadual;Partido isolado;10;REPUBLICANOS;REPUBLICANOS;PARTIDO ISOLADO;REPUBLICANOS;1231
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;353;SANTA LUZIA D OESTE;19;7;Deputado Estadual;Partido isolado;10;REPUBLICANOS;REPUBLICANOS;PARTIDO ISOLADO;REPUBLICANOS;259
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;612;GOVERNADOR JORGE TEIXEIRA;27;7;Deputado Estadual;Partido isolado;10;REPUBLICANOS;REPUBLICANOS;PARTIDO ISOLADO;REPUBLICANOS;136
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;35;PORTO VELHO;6;7;Deputado Estadual;Partido isolado;10;REPUBLICANOS;REPUBLICANOS;PARTIDO ISOLADO;REPUBLICANOS;4719
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;779;BURITIS;34;6;Deputado Federal;Partido isolado;19;PODE;Podemos;PARTIDO ISOLADO;PODE;1649
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;370;NOVA BRASILÂNDIA D OESTE;15;6;Deputado Federal;Federação;43;PV;Partido Verde;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);1
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;736;ALTO ALEGRE DOS PARECIS;19;6;Deputado Federal;Federação;43;PV;Partido Verde;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;418;SÃO MIGUEL DO GUAPORÉ;35;6;Deputado Federal;Partido isolado;90;PROS;Partido Republicano da Ordem Social;PARTIDO ISOLADO;PROS;0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;558;VALE DO PARAÍSO;28;5;Senador;Partido isolado;35;PMB;Partido da Mulher Brasileira;PARTIDO ISOLADO;PMB;1
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;698;VALE DO ANARI;32;7;Deputado Estadual;Partido isolado;10;REPUBLICANOS;REPUBLICANOS;PARTIDO ISOLADO;REPUBLICANOS;646
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;51;JI-PARANÁ;30;3;Governador;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);119
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;132;VILHENA;4;3;Governador;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);131
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;272;CEREJEIRAS;16;3;Governador;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);21
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;779;BURITIS;34;3;Governador;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);27
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;477;CANDEIAS DO JAMARI;21;6;Deputado Federal;Partido isolado;19;PODE;Podemos;PARTIDO ISOLADO;PODE;839
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;35;PORTO VELHO;6;6;Deputado Federal;Partido isolado;19;PODE;Podemos;PARTIDO ISOLADO;PODE;6155
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;19;GUAJARÁ-MIRIM;1;6;Deputado Federal;Partido isolado;19;PODE;Podemos;PARTIDO ISOLADO;PODE;808
