ANO_ELEICAO;NR_TURNO;DS_ELEICAO;DT_ELEICAO;SG_UE;NM_UE;CD_MUNICIPIO;NM_MUNICIPIO;NR_ZONA;CD_CARGO;DS_CARGO;TP_AGREMIACAO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;NM_COLIGACAO;DS_COMPOSICAO_COLIGACAO;QT_VOTOS_NOMINAIS_VALIDOS
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;620;CACAULÂNDIA;26;6;Deputado Federal;Partido isolado;77;SOLIDARIEDADE;Solidariedade;PARTIDO ISOLADO;SOLIDARIEDADE;3
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;175;OURO PRETO DO OESTE;13;6;Deputado Federal;Partido isolado;77;SOLIDARIEDADE;Solidariedade;PARTIDO ISOLADO;SOLIDARIEDADE;7
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;299;ROLIM DE MOURA;29;6;Deputado Federal;Partido isolado;77;SOLIDARIEDADE;Solidariedade;PARTIDO ISOLADO;SOLIDARIEDADE;18
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;582;SERINGUEIRAS;35;6;Deputado Federal;Partido isolado;77;SOLIDARIEDADE;Solidariedade;PARTIDO ISOLADO;SOLIDARIEDADE;1
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;744;NOVA UNIÃO;28;6;Deputado Federal;Partido isolado;77;SOLIDARIEDADE;Solidariedade;PARTIDO ISOLADO;SOLIDARIEDADE;0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;558;VALE DO PARAÍSO;28;6;Deputado Federal;Federação;13;PT;Partido dos Trabalhadores;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);475
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;353;SANTA LUZIA D OESTE;19;7;Deputado Estadual;Federação;18;REDE;Rede Sustentabilidade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;582;SERINGUEIRAS;35;6;Deputado Federal;Partido isolado;12;PDT;Partido Democrático Trabalhista;PARTIDO ISOLADO;PDT;26
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;558;VALE DO PARAÍSO;28;7;Deputado Estadual;Partido isolado;20;PSC;Partido Social Cristão;PARTIDO ISOLADO;PSC;234
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;213;COSTA MARQUES;5;7;Deputado Estadual;Partido isolado;20;PSC;Partido Social Cristão;PARTIDO ISOLADO;PSC;118
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;736;ALTO ALEGRE DOS PARECIS;19;7;Deputado Estadual;Partido isolado;20;PSC;Partido Social Cristão;PARTIDO ISOLADO;PSC;390
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;671;CAMPO NOVO DE RONDÔNIA;34;7;Deputado Estadual;Partido isolado;20;PSC;Partido Social Cristão;PARTIDO ISOLADO;PSC;170
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;809;CHUPINGUAIA;8;7;Deputado Estadual;Partido isolado;20;PSC;Partido Social Cristão;PARTIDO ISOLADO;PSC;827
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;663;MONTE NEGRO;25;6;Deputado Federal;Partido isolado;55;PSD;Partido Social Democrático;PARTIDO ISOLADO;PSD;499
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;558;VALE DO PARAÍSO;28;6;Deputado Federal;Partido isolado;55;PSD;Partido Social Democrático;PARTIDO ISOLADO;PSD;648
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;299;ROLIM DE MOURA;29;6;Deputado Federal;Partido isolado;70;AVANTE;AVANTE;PARTIDO ISOLADO;AVANTE;175
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;639;ALTO PARAÍSO;25;3;Governador;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);10
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;353;SANTA LUZIA D OESTE;19;6;Deputado Federal;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;272;CEREJEIRAS;16;6;Deputado Federal;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;477;CANDEIAS DO JAMARI;21;6;Deputado Federal;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);16
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;698;VALE DO ANARI;32;7;Deputado Estadual;Partido isolado;19;PODE;Podemos;PARTIDO ISOLADO;PODE;298
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;736;ALTO ALEGRE DOS PARECIS;19;7;Deputado Estadual;Partido isolado;19;PODE;Podemos;PARTIDO ISOLADO;PODE;74
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;809;CHUPINGUAIA;8;7;Deputado Estadual;Federação;13;PT;Partido dos Trabalhadores;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);165
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;582;SERINGUEIRAS;35;7;Deputado Estadual;Federação;13;PT;Partido dos Trabalhadores;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);196
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;574;MIRANTE DA SERRA;28;7;Deputado Estadual;Federação;65;PC do B;Partido Comunista do Brasil;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;477;CANDEIAS DO JAMARI;21;7;Deputado Estadual;Federação;43;PV;Partido Verde;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);7
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;620;CACAULÂNDIA;26;7;Deputado Estadual;Federação;43;PV;Partido Verde;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;698;VALE DO ANARI;32;7;Deputado Estadual;Partido isolado;55;PSD;Partido Social Democrático;PARTIDO ISOLADO;PSD;323
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;175;OURO PRETO DO OESTE;13;6;Deputado Federal;Partido isolado;40;PSB;Partido Socialista Brasileiro;PARTIDO ISOLADO;PSB;274
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;132;VILHENA;4;6;Deputado Federal;Partido isolado;77;SOLIDARIEDADE;Solidariedade;PARTIDO ISOLADO;SOLIDARIEDADE;34
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;35;PORTO VELHO;20;6;Deputado Federal;Partido isolado;77;SOLIDARIEDADE;Solidariedade;PARTIDO ISOLADO;SOLIDARIEDADE;245
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;175;OURO PRETO DO OESTE;13;6;Deputado Federal;Federação;13;PT;Partido dos Trabalhadores;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);1243
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;159;JARU;10;7;Deputado Estadual;Federação;18;REDE;Rede Sustentabilidade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);4
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;752;TEIXEIRÓPOLIS;13;7;Deputado Estadual;Federação;18;REDE;Rede Sustentabilidade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;809;CHUPINGUAIA;8;7;Deputado Estadual;Partido isolado;40;PSB;Partido Socialista Brasileiro;PARTIDO ISOLADO;PSB;805
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;701;PARECIS;19;7;Deputado Estadual;Partido isolado;40;PSB;Partido Socialista Brasileiro;PARTIDO ISOLADO;PSB;514
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;19;GUAJARÁ-MIRIM;1;7;Deputado Estadual;Partido isolado;40;PSB;Partido Socialista Brasileiro;PARTIDO ISOLADO;PSB;516
2022;2;Eleições Gerais Estaduais 2022;30/10/2022;RO;RONDÔNIA;175;OURO PRETO DO OESTE;13;3;Governador;Coligação;44;UNIÃO;UNIÃO BRASIL;COMPROMISSO, TRABALHO E FÉ;UNIÃO / REPUBLICANOS / AVANTE / MDB / PATRIOTA / PSC / Federação PSDB Cidadania(PSDB/CIDADANIA);9883
2022;2;Eleições Gerais Estaduais 2022;30/10/2022;RO;RONDÔNIA;515;NOVO HORIZONTE DO OESTE;15;3;Governador;Coligação;44;UNIÃO;UNIÃO BRASIL;COMPROMISSO, TRABALHO E FÉ;UNIÃO / REPUBLICANOS / AVANTE / MDB / PATRIOTA / PSC / Federação PSDB Cidadania(PSDB/CIDADANIA);2965
2022;2;Eleições Gerais Estaduais 2022;30/10/2022;RO;RONDÔNIA;639;ALTO PARAÍSO;25;3;Governador;Coligação;44;UNIÃO;UNIÃO BRASIL;COMPROMISSO, TRABALHO E FÉ;UNIÃO / REPUBLICANOS / AVANTE / MDB / PATRIOTA / PSC / Federação PSDB Cidadania(PSDB/CIDADANIA);2484
2022;2;Eleições Gerais Estaduais 2022;30/10/2022;RO;RONDÔNIA;337;ALVORADA DO OESTE;18;3;Governador;Coligação;44;UNIÃO;UNIÃO BRASIL;COMPROMISSO, TRABALHO E FÉ;UNIÃO / REPUBLICANOS / AVANTE / MDB / PATRIOTA / PSC / Federação PSDB Cidadania(PSDB/CIDADANIA);4572
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;35;PORTO VELHO;2;3;Governador;Coligação;44;UNIÃO;UNIÃO BRASIL;COMPROMISSO, TRABALHO E FÉ;UNIÃO / REPUBLICANOS / AVANTE / MDB / PATRIOTA / PSC / Federação PSDB Cidadania(PSDB/CIDADANIA);31818
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;213;COSTA MARQUES;5;3;Governador;Coligação;44;UNIÃO;UNIÃO BRASIL;COMPROMISSO, TRABALHO E FÉ;UNIÃO / REPUBLICANOS / AVANTE / MDB / PATRIOTA / PSC / Federação PSDB Cidadania(PSDB/CIDADANIA);2859
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;78;ARIQUEMES;7;3;Governador;Coligação;77;SOLIDARIEDADE;Solidariedade;FRENTE DEMOCRATICA;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV) / PSB / SOLIDARIEDADE / PDT;3470
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;370;NOVA BRASILÂNDIA D OESTE;15;6;Deputado Federal;Federação;13;PT;Partido dos Trabalhadores;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);519
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;701;PARECIS;19;7;Deputado Estadual;Partido isolado;11;PP;PROGRESSISTAS;PARTIDO ISOLADO;PP;43
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;531;CASTANHEIRAS;15;7;Deputado Estadual;Partido isolado;11;PP;PROGRESSISTAS;PARTIDO ISOLADO;PP;248
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;590;THEOBROMA;27;5;Senador;Partido isolado;11;PP;PROGRESSISTAS;PARTIDO ISOLADO;PP;531
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;337;ALVORADA DO OESTE;18;5;Senador;Partido isolado;11;PP;PROGRESSISTAS;PARTIDO ISOLADO;PP;993
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;191;PRESIDENTE MÉDICI;3;5;Senador;Partido isolado;11;PP;PROGRESSISTAS;PARTIDO ISOLADO;PP;2030
2022;2;Eleições Gerais Estaduais 2022;30/10/2022;RO;RONDÔNIA;639;ALTO PARAÍSO;25;3;Governador;Coligação;22;PL;Partido Liberal;Pelo bem de Rondônia. Pelo bem do Brasil;PL / DC / PMB / PTB;5683
2022;2;Eleições Gerais Estaduais 2022;30/10/2022;RO;RONDÔNIA;728;PRIMAVERA DE RONDÔNIA;9;3;Governador;Coligação;22;PL;Partido Liberal;Pelo bem de Rondônia. Pelo bem do Brasil;PL / DC / PMB / PTB;1190
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;35;PORTO VELHO;20;7;Deputado Estadual;Federação;23;CIDADANIA;Cidadania;FEDERAÇÃO;Federação PSDB Cidadania(PSDB/CIDADANIA);0
2022;2;Eleições Gerais Estaduais 2022;30/10/2022;RO;RONDÔNIA;434;NOVA MAMORÉ;1;3;Governador;Coligação;22;PL;Partido Liberal;Pelo bem de Rondônia. Pelo bem do Brasil;PL / DC / PMB / PTB;8798
2022;2;Eleições Gerais Estaduais 2022;30/10/2022;RO;RONDÔNIA;230;COLORADO DO OESTE;8;3;Governador;Coligação;22;PL;Partido Liberal;Pelo bem de Rondônia. Pelo bem do Brasil;PL / DC / PMB / PTB;4731
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;256;ESPIGÃO DO OESTE;12;6;Deputado Federal;Federação;18;REDE;Rede Sustentabilidade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;35;PORTO VELHO;6;6;Deputado Federal;Partido isolado;90;PROS;Partido Republicano da Ordem Social;PARTIDO ISOLADO;PROS;284
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;434;NOVA MAMORÉ;1;6;Deputado Federal;Partido isolado;90;PROS;Partido Republicano da Ordem Social;PARTIDO ISOLADO;PROS;10
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;620;CACAULÂNDIA;26;5;Senador;Partido isolado;35;PMB;Partido da Mulher Brasileira;PARTIDO ISOLADO;PMB;3
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;299;ROLIM DE MOURA;29;6;Deputado Federal;Partido isolado;55;PSD;Partido Social Democrático;PARTIDO ISOLADO;PSD;2390
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;752;TEIXEIRÓPOLIS;13;6;Deputado Federal;Partido isolado;55;PSD;Partido Social Democrático;PARTIDO ISOLADO;PSD;307
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;159;JARU;10;6;Deputado Federal;Partido isolado;70;AVANTE;AVANTE;PARTIDO ISOLADO;AVANTE;155
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;35;PORTO VELHO;21;7;Deputado Estadual;Partido isolado;10;REPUBLICANOS;REPUBLICANOS;PARTIDO ISOLADO;REPUBLICANOS;4083
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;230;COLORADO DO OESTE;8;7;Deputado Estadual;Partido isolado;10;REPUBLICANOS;REPUBLICANOS;PARTIDO ISOLADO;REPUBLICANOS;76
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;744;NOVA UNIÃO;28;7;Deputado Estadual;Partido isolado;10;REPUBLICANOS;REPUBLICANOS;PARTIDO ISOLADO;REPUBLICANOS;107
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;710;SÃO FELIPE D OESTE;19;7;Deputado Estadual;Partido isolado;10;REPUBLICANOS;REPUBLICANOS;PARTIDO ISOLADO;REPUBLICANOS;298
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;256;ESPIGÃO DO OESTE;12;7;Deputado Estadual;Partido isolado;10;REPUBLICANOS;REPUBLICANOS;PARTIDO ISOLADO;REPUBLICANOS;1763
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;434;NOVA MAMORÉ;1;3;Governador;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);107
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;310;ALTA FLORESTA D OESTE;17;3;Governador;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);23
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;450;CABIXI;8;6;Deputado Federal;Partido isolado;19;PODE;Podemos;PARTIDO ISOLADO;PODE;110
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;558;VALE DO PARAÍSO;28;6;Deputado Federal;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;35;PORTO VELHO;2;6;Deputado Federal;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);126
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;647;RIO CRESPO;26;7;Deputado Estadual;Partido isolado;77;SOLIDARIEDADE;Solidariedade;PARTIDO ISOLADO;SOLIDARIEDADE;2
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;230;COLORADO DO OESTE;8;7;Deputado Estadual;Partido isolado;77;SOLIDARIEDADE;Solidariedade;PARTIDO ISOLADO;SOLIDARIEDADE;169
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;582;SERINGUEIRAS;35;7;Deputado Estadual;Federação;65;PC do B;Partido Comunista do Brasil;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;515;NOVO HORIZONTE DO OESTE;15;7;Deputado Estadual;Federação;65;PC do B;Partido Comunista do Brasil;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;663;MONTE NEGRO;25;7;Deputado Estadual;Federação;65;PC do B;Partido Comunista do Brasil;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;477;CANDEIAS DO JAMARI;21;7;Deputado Estadual;Partido isolado;55;PSD;Partido Social Democrático;PARTIDO ISOLADO;PSD;441
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;477;CANDEIAS DO JAMARI;21;7;Deputado Estadual;Partido isolado;36;AGIR;AGIR;PARTIDO ISOLADO;AGIR;28
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;647;RIO CRESPO;26;6;Deputado Federal;Partido isolado;40;PSB;Partido Socialista Brasileiro;PARTIDO ISOLADO;PSB;31
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;19;GUAJARÁ-MIRIM;1;6;Deputado Federal;Partido isolado;40;PSB;Partido Socialista Brasileiro;PARTIDO ISOLADO;PSB;330
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;35;PORTO VELHO;6;6;Deputado Federal;Partido isolado;40;PSB;Partido Socialista Brasileiro;PARTIDO ISOLADO;PSB;4338
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;663;MONTE NEGRO;25;6;Deputado Federal;Partido isolado;40;PSB;Partido Socialista Brasileiro;PARTIDO ISOLADO;PSB;109
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;744;NOVA UNIÃO;28;6;Deputado Federal;Partido isolado;40;PSB;Partido Socialista Brasileiro;PARTIDO ISOLADO;PSB;111
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;531;CASTANHEIRAS;15;6;Deputado Federal;Partido isolado;40;PSB;Partido Socialista Brasileiro;PARTIDO ISOLADO;PSB;31
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;272;CEREJEIRAS;16;6;Deputado Federal;Partido isolado;70;AVANTE;AVANTE;PARTIDO ISOLADO;AVANTE;23
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;655;CORUMBIARA;16;3;Governador;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);3
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;590;THEOBROMA;27;3;Governador;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);10
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;728;PRIMAVERA DE RONDÔNIA;9;6;Deputado Federal;Partido isolado;19;PODE;Podemos;PARTIDO ISOLADO;PODE;249
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;566;URUPÁ;18;6;Deputado Federal;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;450;CABIXI;8;6;Deputado Federal;Federação;50;PSOL;Partido Socialismo e Liberdade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;744;NOVA UNIÃO;28;7;Deputado Estadual;Partido isolado;77;SOLIDARIEDADE;Solidariedade;PARTIDO ISOLADO;SOLIDARIEDADE;0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;191;PRESIDENTE MÉDICI;3;7;Deputado Estadual;Partido isolado;19;PODE;Podemos;PARTIDO ISOLADO;PODE;71
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;450;CABIXI;8;7;Deputado Estadual;Federação;13;PT;Partido dos Trabalhadores;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);158
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;132;VILHENA;4;7;Deputado Estadual;Federação;13;PT;Partido dos Trabalhadores;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);839
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;132;VILHENA;4;7;Deputado Estadual;Federação;65;PC do B;Partido Comunista do Brasil;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);8
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;612;GOVERNADOR JORGE TEIXEIRA;27;7;Deputado Estadual;Federação;65;PC do B;Partido Comunista do Brasil;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;35;PORTO VELHO;6;7;Deputado Estadual;Federação;65;PC do B;Partido Comunista do Brasil;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);67
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;566;URUPÁ;18;7;Deputado Estadual;Federação;65;PC do B;Partido Comunista do Brasil;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;35;PORTO VELHO;2;7;Deputado Estadual;Federação;43;PV;Partido Verde;FEDERAÇÃO;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);178
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;418;SÃO MIGUEL DO GUAPORÉ;35;7;Deputado Estadual;Partido isolado;36;AGIR;AGIR;PARTIDO ISOLADO;AGIR;18
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;310;ALTA FLORESTA D OESTE;17;7;Deputado Estadual;Partido isolado;36;AGIR;AGIR;PARTIDO ISOLADO;AGIR;5
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;51;JI-PARANÁ;3;6;Deputado Federal;Partido isolado;77;SOLIDARIEDADE;Solidariedade;PARTIDO ISOLADO;SOLIDARIEDADE;29
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;752;TEIXEIRÓPOLIS;13;6;Deputado Federal;Federação;18;REDE;Rede Sustentabilidade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;655;CORUMBIARA;16;7;Deputado Estadual;Federação;18;REDE;Rede Sustentabilidade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);0
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;191;PRESIDENTE MÉDICI;3;7;Deputado Estadual;Federação;18;REDE;Rede Sustentabilidade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);1
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;574;MIRANTE DA SERRA;28;6;Deputado Federal;Partido isolado;70;AVANTE;AVANTE;PARTIDO ISOLADO;AVANTE;11
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;566;URUPÁ;18;7;Deputado Estadual;Partido isolado;77;SOLIDARIEDADE;Solidariedade;PARTIDO ISOLADO;SOLIDARIEDADE;11
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;574;MIRANTE DA SERRA;28;7;Deputado Estadual;Partido isolado;77;SOLIDARIEDADE;Solidariedade;PARTIDO ISOLADO;SOLIDARIEDADE;36
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;299;ROLIM DE MOURA;29;7;Deputado Estadual;Partido isolado;19;PODE;Podemos;PARTIDO ISOLADO;PODE;189
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;779;BURITIS;34;7;Deputado Estadual;Partido isolado;19;PODE;Podemos;PARTIDO ISOLADO;PODE;385
2022;1;Eleições Gerais Estaduais 2022;02/10/2022;RO;RONDÔNIA;213;COSTA MARQUES;5;7;Deputado Estadual;Federação;18;REDE;Rede Sustentabilidade;FEDERAÇÃO;Federação PSOL REDE(PSOL/REDE);5
