UF;Município;Cargo;Turno;Eleitorado apto;Eleitorado seções instaladas;Comparecimento;pc_comparecimento;Abstenções;pc_abstencoes;Quantitativo de votos;Votos a concorrentes;pc_votos_concorrentes;Votos válidos;pc_votos_validos;Votos nominais válidos;pc_votos_nominais;Votos nulos;pc_votos_nulos;Nulos técnicos;pc_votos_nulo_tecnico;Total votos nulos;pc_total_votos_nulos;Votos em branco;pc_votos_brancos;Votos legenda válidos;pc_votos_legenda;Total votos legenda válidos;Total votos anulados;pc_votos_anulados;Total de seções;Seções principais;pc_secoes_principais;Seções agregadas;pc_secoes_agregadas;Seções instaladas;pc_secoes_instalada
RO;TEIXEIRÓPOLIS;Governador;2;4088;4088;3068;0,7505;1020;0,2495;3068;2888;0,9413;2888;1;2888;1;93;1;0;0;93;0,0303;87;0,0284;0;0;0;0;0;16;16;1;0;0;16;1
RO;TEIXEIRÓPOLIS;Presidente;1;4088;4088;3046;0,7451;1042;0,2549;3046;2975;0,9767;2975;1;2975;1;43;1;0;0;43;0,0141;28;0,0092;0;0;0;0;0;16;16;1;0;0;16;1
RO;TEIXEIRÓPOLIS;Presidente;2;4088;4088;3068;0,7505;1020;0,2495;3068;2988;0,9739;2988;1;2988;1;46;1;0;0;46;0,015;34;0,0111;0;0;0;0;0;16;16;1;0;0;16;1
RO;TEIXEIRÓPOLIS;Senador;1;4088;4088;3046;0,7451;1042;0,2549;3046;2767;0,9084;2265;0,8186;2265;1;152;1;0;0;152;0,0499;127;0,0417;0;0;0;502;0,1814;16;16;1;0;0;16;1
RO;THEOBROMA;Deputado Estadual;1;8054;8054;5830;0,7239;2224;0,2761;5830;5620;0,964;5571;0,9913;5226;0,9381;97;1;0;0;97;0,0166;113;0,0194;345;0,0619;345;49;0,0087;32;31;0,9688;1;0,0313;31;1
RO;THEOBROMA;Deputado Federal;1;8054;8054;5830;0,7239;2224;0,2761;5830;5605;0,9614;5605;1;5397;0,9629;98;1;0;0;98;0,0168;127;0,0218;208;0,0371;208;0;0;32;31;0,9688;1;0,0313;31;1
RO;THEOBROMA;Governador;1;8054;8054;5830;0,7239;2224;0,2761;5830;5350;0,9177;5350;1;5350;1;349;1;0;0;349;0,0599;131;0,0225;0;0;0;0;0;32;31;0,9688;1;0,0313;31;1
RO;THEOBROMA;Governador;2;8054;8054;5753;0,7143;2301;0,2857;5753;5470;0,9508;5470;1;5470;1;184;1;0;0;184;0,032;99;0,0172;0;0;0;0;0;32;31;0,9688;1;0,0313;31;1
RO;THEOBROMA;Presidente;1;8054;8054;5830;0,7239;2224;0,2761;5830;5673;0,9731;5673;1;5673;1;95;1;0;0;95;0,0163;62;0,0106;0;0;0;0;0;32;31;0,9688;1;0,0313;31;1
RO;THEOBROMA;Presidente;2;8054;8054;5753;0,7143;2301;0,2857;5753;5600;0,9734;5600;1;5600;1;103;1;0;0;103;0,0179;50;0,0087;0;0;0;0;0;32;31;0,9688;1;0,0313;31;1
RO;THEOBROMA;Senador;1;8054;8054;5830;0,7239;2224;0,2761;5830;5254;0,9012;4842;0,9216;4842;1;389;1;0;0;389;0,0667;187;0,0321;0;0;0;412;0,0784;32;31;0,9688;1;0,0313;31;1
RO;URUPÁ;Deputado Estadual;1;9542;9542;6817;0,7144;2725;0,2856;6817;6457;0,9472;6414;0,9933;6025;0,9394;116;0,9667;4;0,0333;120;0,0176;240;0,0352;389;0,0606;389;43;0,0067;35;33;0,9429;2;0,0571;33;1
RO;URUPÁ;Deputado Federal;1;9542;9542;6817;0,7144;2725;0,2856;6817;6478;0,9503;6478;1;6194;0,9562;108;0,9908;1;0,0092;109;0,016;230;0,0337;284;0,0438;284;0;0;35;33;0,9429;2;0,0571;33;1
RO;URUPÁ;Governador;1;9542;9542;6817;0,7144;2725;0,2856;6817;6220;0,9124;6220;1;6220;1;377;1;0;0;377;0,0553;220;0,0323;0;0;0;0;0;35;33;0,9429;2;0,0571;33;1
RO;URUPÁ;Governador;2;9542;9542;6863;0,7192;2679;0,2808;6863;6429;0,9368;6429;1;6429;1;249;1;0;0;249;0,0363;185;0,027;0;0;0;0;0;35;33;0,9429;2;0,0571;33;1
RO;URUPÁ;Presidente;1;9543;9543;6818;0,7145;2725;0,2855;6818;6624;0,9715;6624;1;6624;1;112;1;0;0;112;0,0164;82;0,012;0;0;0;0;0;35;33;0,9429;2;0,0571;33;1
RO;URUPÁ;Presidente;2;9543;9543;6864;0,7193;2679;0,2807;6864;6624;0,965;6624;1;6624;1;142;1;0;0;142;0,0207;98;0,0143;0;0;0;0;0;35;33;0,9429;2;0,0571;33;1
RO;URUPÁ;Senador;1;9542;9542;6817;0,7144;2725;0,2856;6817;6113;0,8967;5369;0,8783;5369;1;372;1;0;0;372;0,0546;332;0,0487;0;0;0;744;0,1217;35;33;0,9429;2;0,0571;33;1
RO;VALE DO ANARI;Deputado Estadual;1;6381;6381;4739;0,7427;1642;0,2573;4739;4603;0,9713;4600;0,9993;4300;0,9348;60;1;0;0;60;0,0127;76;0,016;300;0,0652;300;3;0,0007;22;21;0,9545;1;0,0455;21;1
RO;VALE DO ANARI;Deputado Federal;1;6381;6381;4739;0,7427;1642;0,2573;4739;4597;0,97;4597;1;4449;0,9678;56;0,9825;1;0,0175;57;0,012;85;0,0179;148;0,0322;148;0;0;22;21;0,9545;1;0,0455;21;1
RO;VALE DO ANARI;Governador;1;6381;6381;4739;0,7427;1642;0,2573;4739;4458;0,9407;4458;1;4458;1;204;1;0;0;204;0,043;77;0,0162;0;0;0;0;0;22;21;0,9545;1;0,0455;21;1
RO;VALE DO ANARI;Governador;2;6382;6382;4692;0,7352;1690;0,2648;4692;4484;0,9557;4484;1;4484;1;143;1;0;0;143;0,0305;65;0,0139;0;0;0;0;0;22;21;0,9545;1;0,0455;21;1
RO;VALE DO ANARI;Presidente;1;6381;6381;4739;0,7427;1642;0,2573;4739;4649;0,981;4649;1;4649;1;59;1;0;0;59;0,0124;31;0,0065;0;0;0;0;0;22;21;0,9545;1;0,0455;21;1
RO;VALE DO ANARI;Presidente;2;6382;6382;4692;0,7352;1690;0,2648;4692;4543;0,9682;4543;1;4543;1;98;1;0;0;98;0,0209;51;0,0109;0;0;0;0;0;22;21;0,9545;1;0,0455;21;1
RO;VALE DO ANARI;Senador;1;6381;6381;4739;0,7427;1642;0,2573;4739;4360;0,92;4007;0,919;4007;1;255;1;0;0;255;0,0538;124;0,0262;0;0;0;353;0,081;22;21;0,9545;1;0,0455;21;1
RO;VALE DO PARAÍSO;Deputado Estadual;1;6175;6175;4441;0,7192;1734;0,2808;4441;4250;0,957;4236;0,9967;3973;0,9379;69;1;0;0;69;0,0155;122;0,0275;263;0,0621;263;14;0,0033;25;23;0,92;2;0,08;23;1
RO;VALE DO PARAÍSO;Deputado Federal;1;6175;6175;4441;0,7192;1734;0,2808;4441;4274;0,9624;4274;1;4099;0,9591;61;1;0;0;61;0,0137;106;0,0239;175;0,0409;175;0;0;25;23;0,92;2;0,08;23;1
RO;VALE DO PARAÍSO;Governador;1;6175;6175;4441;0,7192;1734;0,2808;4441;4172;0,9394;4172;1;4172;1;180;1;0;0;180;0,0405;89;0,02;0;0;0;0;0;25;23;0,92;2;0,08;23;1
RO;VALE DO PARAÍSO;Governador;2;6178;6178;4453;0,7208;1725;0,2792;4453;4322;0,9706;4322;1;4322;1;82;1;0;0;82;0,0184;49;0,011;0;0;0;0;0;25;23;0,92;2;0,08;23;1
RO;VALE DO PARAÍSO;Presidente;1;6175;6175;4441;0,7192;1734;0,2808;4441;4350;0,9795;4350;1;4350;1;54;1;0;0;54;0,0122;37;0,0083;0;0;0;0;0;25;23;0,92;2;0,08;23;1
RO;VALE DO PARAÍSO;Presidente;2;6178;6178;4453;0,7208;1725;0,2792;4453;4335;0,9735;4335;1;4335;1;84;1;0;0;84;0,0189;34;0,0076;0;0;0;0;0;25;23;0,92;2;0,08;23;1
RO;VALE DO PARAÍSO;Senador;1;6175;6175;4441;0,7192;1734;0,2808;4441;4029;0,9072;3612;0,8965;3612;1;262;1;0;0;262;0,059;150;0,0338;0;0;0;417;0,1035;25;23;0,92;2;0,08;23;1
RO;VILHENA;Deputado Estadual;1;65453;65453;49960;0,7633;15493;0,2367;49960;45865;0,918;45795;0,9985;43571;0,9514;1439;0,9945;8;0,0055;1447;0,029;2648;0,053;2224;0,0486;2224;70;0,0015;242;208;0,8595;34;0,1405;208;1
RO;VILHENA;Deputado Federal;1;65453;65453;49960;0,7633;15493;0,2367;49960;46110;0,9229;46109;1;44437;0,9637;1491;0,998;3;0,002;1494;0,0299;2356;0,0472;1672;0,0363;1672;1;0;242;208;0,8595;34;0,1405;208;1
RO;VILHENA;Governador;1;65453;65453;49960;0,7633;15493;0,2367;49960;44990;0,9005;44990;1;44990;1;2550;1;0;0;2550;0,051;2420;0,0484;0;0;0;0;0;242;208;0,8595;34;0,1405;208;1
RO;VILHENA;Governador;2;65474;65474;50866;0,7769;14608;0,2231;50866;46792;0,9199;46792;1;46792;1;2417;1;0;0;2417;0,0475;1657;0,0326;0;0;0;0;0;242;208;0,8595;34;0,1405;208;1
RO;VILHENA;Presidente;1;65454;65454;49961;0,7633;15493;0,2367;49961;48529;0,9713;48529;1;48529;1;837;1;0;0;837;0,0168;595;0,0119;0;0;0;0;0;242;208;0,8595;34;0,1405;208;1
RO;VILHENA;Presidente;2;65475;65475;50867;0,7769;14608;0,2231;50867;48712;0,9576;48712;1;48712;1;1639;1;0;0;1639;0,0322;516;0,0101;0;0;0;0;0;242;208;0,8595;34;0,1405;208;1
RO;VILHENA;Senador;1;65453;65453;49960;0,7633;15493;0,2367;49960;44488;0,8905;42955;0,9655;42955;1;2708;1;0;0;2708;0,0542;2764;0,0553;0;0;0;1533;0,0345;242;208;0,8595;34;0,1405;208;1
